store_county,month_id,sales
19-Bihor,202110,4906.78
19-Bihor,202111,7165.04
19-Bihor,202112,6790.6900000000005
19-Bihor,202201,3926.33
19-Bihor,202202,5467.75
19-Bihor,202203,7937.63
19-Bihor,202204,7129.97
19-Bihor,202205,9423.98
19-Bihor,202206,10527.55
19-Bihor,202207,10961.83
19-Bihor,202208,16929.31
19-Bihor,202209,17550.14
19-Bihor,202210,20961.53
19-Bihor,202211,12944.26
19-Bihor,202212,16684.13
20-Iasi,201901,2494.34
20-Iasi,201902,1386.26
20-Iasi,201903,1919.8
20-Iasi,201904,2176.49
20-Iasi,201905,3106.9
20-Iasi,201906,2457.43
20-Iasi,201907,2190.51
20-Iasi,201908,2649.86
20-Iasi,201909,2764.57
20-Iasi,201910,2546.34
20-Iasi,201911,2320.61
20-Iasi,201912,2735.43
20-Iasi,202001,2146.98
20-Iasi,202002,2530.23
20-Iasi,202003,4982.820000000001
20-Iasi,202004,2122.36
20-Iasi,202005,2453.3300000000004
20-Iasi,202006,1822.73
20-Iasi,202007,1630.16
20-Iasi,202008,2804.04
20-Iasi,202009,2889.5
20-Iasi,202010,3918.4
20-Iasi,202011,3940.78
20-Iasi,202012,3696.2
20-Iasi,202101,4284.07
20-Iasi,202102,2815.48
20-Iasi,202103,3485.61
20-Iasi,202104,3385.98
20-Iasi,202105,3681.81
20-Iasi,202106,3272.47
20-Iasi,202107,5249.429999999999
20-Iasi,202108,5563.32
20-Iasi,202109,4346.59
20-Iasi,202110,5487.38
20-Iasi,202111,5834.15
20-Iasi,202112,5847.3099999999995
20-Iasi,202201,6748.13
20-Iasi,202202,6580.32
20-Iasi,202203,14199.11
20-Iasi,202204,14639.65
20-Iasi,202205,5006.01
20-Iasi,202206,5325.37
20-Iasi,202207,9915.75
20-Iasi,202208,9182.34
20-Iasi,202209,7962.38
20-Iasi,202210,10197.79
20-Iasi,202211,8901.4
20-Iasi,202212,9287.97
21-Sibiu,201901,607.16
21-Sibiu,201902,380.53
21-Sibiu,201903,255.64
21-Sibiu,201904,163.09
21-Sibiu,201905,448.11
21-Sibiu,201906,236.9
21-Sibiu,201907,149.42
21-Sibiu,201908,642.69
21-Sibiu,201909,440.96000000000004
21-Sibiu,201910,334.25
21-Sibiu,201911,687.24
21-Sibiu,201912,1253.29
21-Sibiu,202001,904.9499999999999
21-Sibiu,202002,1341.14
21-Sibiu,202003,1734.91
21-Sibiu,202004,267.95
21-Sibiu,202005,510.64
21-Sibiu,202006,722.8
21-Sibiu,202007,1034.35
21-Sibiu,202008,2644.12
21-Sibiu,202009,1770.39
21-Sibiu,202010,7382.16
21-Sibiu,202011,5919.3
21-Sibiu,202012,4917.54
21-Sibiu,202101,3796.0099999999998
21-Sibiu,202102,5785.04
21-Sibiu,202103,5156.62
21-Sibiu,202104,6380.69
21-Sibiu,202105,5803.46
21-Sibiu,202106,4492.82
21-Sibiu,202107,7899.36
21-Sibiu,202108,13417.449999999999
21-Sibiu,202109,13557.47
21-Sibiu,202110,14990.33
21-Sibiu,202111,15616.57
21-Sibiu,202112,24427.25
21-Sibiu,202201,16436.03
21-Sibiu,202202,13043.55
21-Sibiu,202203,16848.1
21-Sibiu,202204,12949.44
21-Sibiu,202205,14814.81
21-Sibiu,202206,15344.35
21-Sibiu,202207,17604.37
21-Sibiu,202208,16386.6
21-Sibiu,202209,20152.96
21-Sibiu,202210,19765.52
21-Sibiu,202211,18123.44
21-Sibiu,202212,21456.57
22-Prahova,201901,5531.69
22-Prahova,201902,6051.900000000001
22-Prahova,201903,4491.57
22-Prahova,201904,6855.900000000001
22-Prahova,201905,5362.41
22-Prahova,201906,6120.36
22-Prahova,201907,4411.5
22-Prahova,201908,4422.29
22-Prahova,201909,4957.51
22-Prahova,201910,6251.75
22-Prahova,201911,6992.62
22-Prahova,201912,5577.46
22-Prahova,202001,6355.01
22-Prahova,202002,5545.87
22-Prahova,202003,6198.49
22-Prahova,202004,5050.15
22-Prahova,202005,5507.7
22-Prahova,202006,5631.91
22-Prahova,202007,7356.5
22-Prahova,202008,6855.65
22-Prahova,202009,5487.03
22-Prahova,202010,5889.33
22-Prahova,202011,5991.13
22-Prahova,202012,5868.49
22-Prahova,202101,5049.34
22-Prahova,202102,4953.53
22-Prahova,202103,4738.2
22-Prahova,202104,3899.97
22-Prahova,202105,3194.03
22-Prahova,202106,5058.19
22-Prahova,202107,6179.26
22-Prahova,202108,7109.94
22-Prahova,202109,5276.09
22-Prahova,202110,5203.26
22-Prahova,202111,8025.69
22-Prahova,202112,5612.59
22-Prahova,202201,4968.9
22-Prahova,202202,6508.97
22-Prahova,202203,9434.24
22-Prahova,202204,6469.71
22-Prahova,202205,8492.52
22-Prahova,202206,10729.92
22-Prahova,202207,8747.06
22-Prahova,202208,8171.55
22-Prahova,202209,8846.3
22-Prahova,202210,7689.79
22-Prahova,202211,11007.07
22-Prahova,202212,9510.19
23-Mures,201901,6653.06
23-Mures,201902,5531.83
23-Mures,201903,6001.78
23-Mures,201904,4625.36
23-Mures,201905,4710.68
23-Mures,201906,5536.94
23-Mures,201907,7012.22
23-Mures,201908,6730.77
23-Mures,201909,7269.62
23-Mures,201910,6386.99
23-Mures,201911,8233.31
23-Mures,201912,7142.65
23-Mures,202001,6285.6
23-Mures,202002,6488.3099999999995
23-Mures,202003,6303.63
23-Mures,202004,3358.55
23-Mures,202005,4594.03
23-Mures,202006,5420.32
23-Mures,202007,5544.110000000001
23-Mures,202008,5923.77
23-Mures,202009,6415.29
23-Mures,202010,8591.96
23-Mures,202011,7609.7
23-Mures,202012,6701.25
23-Mures,202101,4266.1
23-Mures,202102,5446.3
23-Mures,202103,7498.030000000001
23-Mures,202104,4731.76
23-Mures,202105,6707.47
23-Mures,202106,5000.09
23-Mures,202107,8423.81
23-Mures,202108,5802.62
23-Mures,202109,7544.71
23-Mures,202110,7990.67
23-Mures,202111,6814.73
23-Mures,202112,6887.5599999999995
23-Mures,202201,6526.5
23-Mures,202202,5826.72
23-Mures,202203,8357.68
23-Mures,202204,5795.04
23-Mures,202205,7010.25
23-Mures,202206,7954.86
23-Mures,202207,7865.5
23-Mures,202208,6793.15
23-Mures,202209,8041.93
23-Mures,202210,6678.67
23-Mures,202211,7712.74
23-Mures,202212,7792.14
24-Galati,201901,3142.0299999999997
24-Galati,201902,3320.38
24-Galati,201903,2614.85
24-Galati,201904,3732.59
24-Galati,201905,2847.87
24-Galati,201906,2603.02
24-Galati,201907,3654.36
24-Galati,201908,3212.71
24-Galati,201909,3150.17
24-Galati,201910,2755.94
24-Galati,201911,5083.89
24-Galati,201912,3094.34
24-Galati,202001,2803.84
24-Galati,202002,2783.6800000000003
24-Galati,202003,2485.73
24-Galati,202004,2283.5099999999998
24-Galati,202005,2758.3
24-Galati,202006,3289.73
24-Galati,202007,2806.55
24-Galati,202008,3741.42
24-Galati,202009,3772.92
24-Galati,202010,2587.8199999999997
24-Galati,202011,5277.34
24-Galati,202012,4149.09
24-Galati,202101,3456.91
24-Galati,202102,2972.37
24-Galati,202103,3956.3999999999996
24-Galati,202104,4685.56
24-Galati,202105,5273.99
24-Galati,202106,4142.09
24-Galati,202107,4590.17
24-Galati,202108,4847.1
24-Galati,202109,6159.92
24-Galati,202110,3894.58
24-Galati,202111,4279.83
24-Galati,202112,3650.3900000000003
24-Galati,202201,4888.78
24-Galati,202202,4458.4
24-Galati,202203,6262.52
24-Galati,202204,5366.31
24-Galati,202205,5000.39
24-Galati,202206,5399.32
24-Galati,202207,6443.69
24-Galati,202208,5059.04
24-Galati,202209,6030.87
24-Galati,202210,7358.57
24-Galati,202211,7941.45
24-Galati,202212,7801.0
25-Maramures,201901,952.4499999999999
25-Maramures,201902,914.4
25-Maramures,201903,1025.01
25-Maramures,201904,1186.13
25-Maramures,201905,1179.67
25-Maramures,201906,1126.69
25-Maramures,201907,701.76
25-Maramures,201908,2422.98
25-Maramures,201909,2017.9
25-Maramures,201910,1512.41
25-Maramures,201911,1600.7
25-Maramures,201912,1106.22
25-Maramures,202001,1900.32
25-Maramures,202002,2023.15
25-Maramures,202003,1210.3700000000001
25-Maramures,202004,1507.8
25-Maramures,202005,1770.35
25-Maramures,202006,1821.27
25-Maramures,202007,2318.44
25-Maramures,202008,3264.22
25-Maramures,202009,3459.1
25-Maramures,202010,2114.5
25-Maramures,202011,2381.42
25-Maramures,202012,2884.93
25-Maramures,202101,2523.06
25-Maramures,202102,2056.96
25-Maramures,202103,3454.0899999999997
25-Maramures,202104,2650.29
25-Maramures,202105,2850.85
25-Maramures,202106,2815.85
25-Maramures,202107,3125.66
25-Maramures,202108,2790.9700000000003
25-Maramures,202109,2624.98
25-Maramures,202110,2716.91
25-Maramures,202111,2819.5699999999997
25-Maramures,202112,3256.66
25-Maramures,202201,3684.27
25-Maramures,202202,5200.3
25-Maramures,202203,4812.9400000000005
25-Maramures,202204,3437.51
25-Maramures,202205,3205.11
25-Maramures,202206,2582.8
25-Maramures,202207,2980.13
25-Maramures,202208,3042.02
25-Maramures,202209,2561.87
25-Maramures,202210,3508.96
25-Maramures,202211,2575.95
25-Maramures,202212,2622.14
26-Suceava,201901,1826.94
26-Suceava,201902,986.54
26-Suceava,201903,1130.25
26-Suceava,201904,1968.69
26-Suceava,201905,1027.49
26-Suceava,201906,1101.7
26-Suceava,201907,962.97
26-Suceava,201908,1679.4
26-Suceava,201909,874.38
26-Suceava,201910,1126.67
26-Suceava,201911,968.46
26-Suceava,201912,1411.85
26-Suceava,202001,1136.09
26-Suceava,202002,1307.13
26-Suceava,202003,2378.89
26-Suceava,202004,2296.4
26-Suceava,202005,1875.53
26-Suceava,202006,1456.92
26-Suceava,202007,2122.16
26-Suceava,202008,1236.6599999999999
26-Suceava,202009,943.0699999999999
26-Suceava,202010,2074.25
26-Suceava,202011,1386.49
26-Suceava,202012,2698.38
26-Suceava,202101,1436.78
26-Suceava,202102,1435.71
26-Suceava,202103,1306.1100000000001
26-Suceava,202104,1272.02
26-Suceava,202105,1512.1399999999999
26-Suceava,202106,1253.95
26-Suceava,202107,1415.12
26-Suceava,202108,2017.63
26-Suceava,202109,1662.23
26-Suceava,202110,2340.7599999999998
26-Suceava,202111,2831.81
26-Suceava,202112,3120.91
26-Suceava,202201,3831.33
26-Suceava,202202,4250.43
26-Suceava,202203,4864.28
26-Suceava,202204,3628.64
26-Suceava,202205,3795.71
26-Suceava,202206,4242.22
26-Suceava,202207,4305.76
26-Suceava,202208,2937.71
26-Suceava,202209,3929.12
26-Suceava,202210,5265.76
26-Suceava,202211,3107.11
26-Suceava,202212,5567.6
27-Bucuresti,201901,8220.72
27-Bucuresti,201902,7932.56
27-Bucuresti,201903,8211.95
27-Bucuresti,201904,8300.78
27-Bucuresti,201905,10024.7
27-Bucuresti,201906,8226.78
27-Bucuresti,201907,7971.18
27-Bucuresti,201908,6682.99
27-Bucuresti,201909,8023.1900000000005
27-Bucuresti,201910,10566.95
27-Bucuresti,201911,11066.5
27-Bucuresti,201912,9327.14
27-Bucuresti,202001,8499.82
27-Bucuresti,202002,8641.78
27-Bucuresti,202003,9736.14
27-Bucuresti,202004,5137.08
27-Bucuresti,202005,5731.07
27-Bucuresti,202006,4126.82
27-Bucuresti,202007,5775.09
27-Bucuresti,202008,6794.29
27-Bucuresti,202009,7590.93
27-Bucuresti,202010,9060.09
27-Bucuresti,202011,8737.769999999999
27-Bucuresti,202012,8518.14
27-Bucuresti,202101,7581.85
27-Bucuresti,202102,7544.08
27-Bucuresti,202103,12091.34
27-Bucuresti,202104,8700.89
27-Bucuresti,202105,8929.76
27-Bucuresti,202106,7930.78
27-Bucuresti,202107,7890.39
27-Bucuresti,202108,9517.02
27-Bucuresti,202109,9422.039999999999
27-Bucuresti,202110,8159.28
27-Bucuresti,202111,12737.34
27-Bucuresti,202112,10222.49
27-Bucuresti,202201,8921.51
27-Bucuresti,202202,8590.32
27-Bucuresti,202203,11767.72
27-Bucuresti,202204,9999.16
27-Bucuresti,202205,12950.63
27-Bucuresti,202206,10129.41
27-Bucuresti,202207,10482.58
27-Bucuresti,202208,10750.35
27-Bucuresti,202209,11734.59
27-Bucuresti,202210,12614.12
27-Bucuresti,202211,8731.02
27-Bucuresti,202212,10554.76
28-Arges,201901,4840.65
28-Arges,201902,3008.5
28-Arges,201903,3240.77
28-Arges,201904,3731.62
28-Arges,201905,3175.46
28-Arges,201906,3561.42
28-Arges,201907,3531.33
28-Arges,201908,2225.11
28-Arges,201909,4455.03
28-Arges,201910,4213.02
28-Arges,201911,4767.09
28-Arges,201912,4382.23
28-Arges,202001,3474.25
28-Arges,202002,3206.04
28-Arges,202003,4321.7
28-Arges,202004,2170.21
28-Arges,202005,2572.33
28-Arges,202006,3579.6
28-Arges,202007,4665.99
28-Arges,202008,5212.55
28-Arges,202009,3524.44
28-Arges,202010,4508.28
28-Arges,202011,4315.31
28-Arges,202012,3874.4500000000003
28-Arges,202101,4215.32
28-Arges,202102,3327.05
28-Arges,202103,4371.67
28-Arges,202104,4366.32
28-Arges,202105,4645.92
28-Arges,202106,6282.2
28-Arges,202107,6311.71
28-Arges,202108,6342.91
28-Arges,202109,9005.25
28-Arges,202110,7501.78
28-Arges,202111,6352.6
28-Arges,202112,8003.68
28-Arges,202201,4946.48
28-Arges,202202,5354.71
28-Arges,202203,10202.47
28-Arges,202204,8751.14
28-Arges,202205,5963.76
28-Arges,202206,7939.47
28-Arges,202207,9495.01
28-Arges,202208,9747.59
28-Arges,202209,8010.72
28-Arges,202210,5284.47
28-Arges,202211,6272.99
28-Arges,202212,7311.98
29-Timis,201901,115.54
29-Timis,201902,127.39
29-Timis,201903,313.2
29-Timis,201904,379.63
29-Timis,201905,418.29
29-Timis,201906,592.6
29-Timis,201907,1213.82
29-Timis,201908,1406.5
29-Timis,201909,1712.6399999999999
29-Timis,201910,2058.3
29-Timis,201911,2194.27
29-Timis,201912,2049.92
29-Timis,202001,2266.4
29-Timis,202002,2414.16
29-Timis,202003,2080.2999999999997
29-Timis,202004,607.39
29-Timis,202005,1457.36
29-Timis,202006,1958.11
29-Timis,202007,1593.1100000000001
29-Timis,202008,1616.8899999999999
29-Timis,202009,2499.7799999999997
29-Timis,202010,1331.35
29-Timis,202011,1044.41
29-Timis,202012,2006.43
29-Timis,202101,1715.1800000000003
29-Timis,202102,1866.48
29-Timis,202103,2397.12
29-Timis,202104,2221.06
29-Timis,202105,1080.83
29-Timis,202106,1839.5400000000002
29-Timis,202107,1882.35
29-Timis,202108,3933.52
29-Timis,202109,1786.88
29-Timis,202110,1057.8700000000001
29-Timis,202111,856.9100000000001
29-Timis,202112,574.02
29-Timis,202201,566.9100000000001
29-Timis,202202,873.13
29-Timis,202203,1277.68
